DATE	TIME	BOROUGH	ZIP CODE	LATITUDE	LONGITUDE	LOCATION	ON STREET NAME	CROSS STREET NAME	OFF STREET NAME	NUMBER OF PERSONS INJURED	NUMBER OF PERSONS KILLED	NUMBER OF PEDESTRIANS INJURED	NUMBER OF PEDESTRIANS KILLED	NUMBER OF CYCLIST INJURED	NUMBER OF CYCLIST KILLED	NUMBER OF MOTORIST INJURED	NUMBER OF MOTORIST KILLED	CONTRIBUTING FACTOR VEHICLE 1	CONTRIBUTING FACTOR VEHICLE 2	CONTRIBUTING FACTOR VEHICLE 3	CONTRIBUTING FACTOR VEHICLE 4	CONTRIBUTING FACTOR VEHICLE 5	UNIQUE KEY	VEHICLE TYPE CODE 1	VEHICLE TYPE CODE 2	VEHICLE TYPE CODE 3	VEHICLE TYPE CODE 4	VEHICLE TYPE CODE 5
03/17/2017	8:30	QUEENS	11375	40.708927	-73.85331	(40.708927, -73.85331)	SYBILLA STREET                  	70 ROAD		0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way	Unspecified				3634868	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/17/2017	8:30	QUEENS	11377	40.74284	-73.91687	(40.74284, -73.91687)	48 STREET                       	GREENPOINT AVENUE		0	0	0	0	0	0	0	0	Unsafe Lane Changing	Unspecified				3633572	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/17/2017	8:30			40.570526	-74.13218	(40.570526, -74.13218)	MAPLEWOOD AVENUE                			0	0	0	0	0	0	0	0	Unspecified	Unspecified				3634003	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/17/2017	8:30			40.74121	-73.84277	(40.74121, -73.84277)				0	0	0	0	0	0	0	0	Oversized Vehicle	Unspecified				3634989					
03/17/2017	8:36	BROOKLYN	11207	40.66371	-73.89765	(40.66371, -73.89765)			490       WILLIAMS AVENUE               	0	0	0	0	0	0	0	0	Unspecified	Unspecified				3633563	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/17/2017	8:40			40.79801	-73.827065	(40.79801, -73.827065)				0	0	0	0	0	0	0	0	Obstruction/Debris	Unspecified				3634231	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/17/2017	8:44	QUEENS	11418	40.695824	-73.8211	(40.695824, -73.8211)	127 STREET                      	ATLANTIC AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3633711	PASSENGER VEHICLE	PICK-UP TRUCK			
03/17/2017	8:45	BROOKLYN	11212	40.660316	-73.913216	(40.660316, -73.913216)	RIVERDALE AVENUE                	HERZL STREET		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3634075	PASSENGER VEHICLE				
03/17/2017	8:45	MANHATTAN	10036	40.757256	-73.98583	(40.757256, -73.98583)	WEST 44 STREET                  	BROADWAY		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3633899	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/17/2017	8:45	QUEENS	11411	40.701805	-73.74115	(40.701805, -73.74115)	SPRINGFIELD BOULEVARD           	COLFAX STREET		0	0	0	0	0	0	0	0	Unspecified					3633923	PASSENGER VEHICLE				
03/17/2017	8:45			40.73566	-73.91521	(40.73566, -73.91521)				0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified	Unspecified			3633573	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/17/2017	8:45			40.761406	-73.80385	(40.761406, -73.80385)	162 STREET                      			2	0	0	0	0	0	2	0	Other Vehicular	Unspecified				3633820	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/17/2017	8:47			40.808784	-73.93479	(40.808784, -73.93479)				0	0	0	0	0	0	0	0	Unsafe Lane Changing	Unspecified				3633947	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/17/2017	8:50	BRONX	10459	40.82206	-73.8894	(40.82206, -73.8894)			949       FAILE STREET                  	0	0	0	0	0	0	0	0	Passing or Lane Usage Improper	Unspecified				3637920	PASSENGER VEHICLE				
03/17/2017	8:50			40.7179	-73.83202	(40.7179, -73.83202)				0	0	0	0	0	0	0	0	Following Too Closely	Unspecified	Unspecified			3633587	PASSENGER VEHICLE	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON		
03/17/2017	8:50			40.673588	-73.73351	(40.673588, -73.73351)	BROOKVILLE BOULEVARD            			1	0	0	0	0	0	1	0	Failure to Yield Right-of-Way	Unspecified				3633924	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/17/2017	8:55	BROOKLYN	11226	40.650806	-73.94958	(40.650806, -73.94958)	CHURCH AVENUE                   	NOSTRAND AVENUE		0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way	Unspecified				3634955	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/17/2017	8:58	MANHATTAN	10128	40.786545	-73.95256	(40.786545, -73.95256)	EAST 96 STREET                  	PARK AVENUE		0	0	0	0	0	0	0	0	Unsafe Lane Changing	Unsafe Lane Changing				3634507	PASSENGER VEHICLE	TAXI			
03/17/2017	9:00	BRONX	10466	40.894314	-73.86027	(40.894314, -73.86027)	CARPENTER AVENUE                	EAST 233 STREET		0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3633509	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/17/2017	9:00	BROOKLYN	11235	40.58655	-73.96617	(40.58655, -73.96617)			2601      OCEAN PARKWAY                 	0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3635192	PASSENGER VEHICLE				
03/17/2017	9:00	BROOKLYN	11249	40.705215	-73.96772	(40.705215, -73.96772)			535       KENT AVENUE                   	0	0	0	0	0	0	0	0	Unspecified					3634773	PICK-UP TRUCK				
03/17/2017	9:00	MANHATTAN	10019	40.76432	-73.9772	(40.76432, -73.9772)	WEST 57 STREET                  	AVENUE OF THE AMERICAS		0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way	Unspecified				3633736	TAXI				
03/17/2017	9:00	QUEENS	11358	40.765728	-73.80704	(40.765728, -73.80704)	35 AVENUE                       	158 STREET		0	0	0	0	0	0	0	0	Unspecified					3633580	SPORT UTILITY / STATION WAGON				
03/17/2017	9:00	QUEENS	11365	40.74418	-73.78828	(40.74418, -73.78828)	188 STREET                      	56 AVENUE		0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way	Unspecified				3633601	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/17/2017	9:00			40.76985	-73.8093	(40.76985, -73.8093)	32 AVENUE                       			0	0	0	0	0	0	0	0	Unspecified					3633821	PASSENGER VEHICLE				
03/17/2017	9:00			40.756992	-73.72966	(40.756992, -73.72966)	MARATHON PARKWAY                			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3633602	SPORT UTILITY / STATION WAGON				
03/17/2017	9:00			40.681564	-73.89432	(40.681564, -73.89432)	MILLER AVENUE                   			0	0	0	0	0	0	0	0	Unspecified					3633701	SPORT UTILITY / STATION WAGON				
03/17/2017	9:00								1200      DELMAR LOOP                   	0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way	Unspecified				3635353	SPORT UTILITY / STATION WAGON	TAXI			
03/17/2017	9:00	QUEENS	11357	40.783634	-73.816666	(40.783634, -73.816666)	149 STREET                      	17 ROAD		1	0	0	0	0	0	1	0	Failure to Yield Right-of-Way	Unspecified				3633819	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/17/2017	9:05	BROOKLYN	11235	40.586346	-73.93144	(40.586346, -73.93144)	HARKNESS AVENUE                 	KNAPP STREET		0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3635928	PASSENGER VEHICLE				
03/17/2017	9:07	MANHATTAN	10024	40.787163	-73.97169	(40.787163, -73.97169)	WEST 87 STREET                  	COLUMBUS AVENUE		0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3635072	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/17/2017	9:07	MANHATTAN	10036	40.757233	-73.9898	(40.757233, -73.9898)	8 AVENUE                        	WEST 42 STREET		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3633900	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/17/2017	9:07			40.79157	-73.94678	(40.79157, -73.94678)	LEXINGTON AVENUE                			0	0	0	0	0	0	0	0						3634499					
03/17/2017	9:10	QUEENS	11365	40.730164	-73.80901	(40.730164, -73.80901)			71-03     PARK AVENUE                   	0	0	0	0	0	0	0	0	Pavement Slippery	Unspecified				3633675	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/17/2017	9:15	STATEN ISLAND	10301	40.636723	-74.08491	(40.636723, -74.08491)	BROOK STREET                    	CASTLETON AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3635848	SPORT UTILITY / STATION WAGON				
03/17/2017	9:15			40.73856	-73.848625	(40.73856, -73.848625)				0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3634984	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/17/2017	9:20	MANHATTAN	10012	40.721004	-73.99607	(40.721004, -73.99607)			63        KENMARE STREET                	0	0	0	0	0	0	0	0	Pedestrian/Bicyclist/Other Pedestrian Error/Confusion	Unspecified				3633808					
03/17/2017	9:20	MANHATTAN	10019	40.764683	-73.99179	(40.764683, -73.99179)	WEST 50 STREET                  	10 AVENUE		0	0	0	0	0	0	0	0	Unspecified					3635547	PASSENGER VEHICLE				
03/17/2017	9:20			40.721676	-73.835976	(40.721676, -73.835976)	GRAND CENTRAL PARKWAY           			0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way	Unspecified				3633603	PICK-UP TRUCK	PASSENGER VEHICLE			
03/17/2017	9:20	QUEENS	11356	40.78417	-73.84675	(40.78417, -73.84675)	15 AVENUE                       	121 STREET		1	0	1	0	0	0	0	0	Failure to Yield Right-of-Way					3633740	SPORT UTILITY / STATION WAGON				
03/17/2017	9:20			40.71453	-73.9444	(40.71453, -73.9444)	GRAHAM AVENUE                   			1	0	1	0	0	0	0	0	Failure to Yield Right-of-Way					3635479	PASSENGER VEHICLE				
03/17/2017	9:24	MANHATTAN	10024	40.788418	-73.97077	(40.788418, -73.97077)	COLUMBUS AVENUE                 	WEST 89 STREET		0	0	0	0	0	0	0	0	Passing or Lane Usage Improper	Unspecified				3635083	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/17/2017	9:26	QUEENS	11369	40.757008	-73.88186	(40.757008, -73.88186)			32-60     86 STREET                     	0	0	0	0	0	0	0	0	Unspecified	Unspecified				3633807	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/17/2017	9:27	QUEENS	11414	40.66185	-73.8571	(40.66185, -73.8571)	76 STREET                       	156 AVENUE		0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3633717	SPORT UTILITY / STATION WAGON				
03/17/2017	9:30	BROOKLYN	11222	40.735435	-73.960014	(40.735435, -73.960014)	COMMERCIAL STREET               	DUPONT STREET		0	0	0	0	0	0	0	0	Unspecified					3634603	PASSENGER VEHICLE				
03/17/2017	9:30	BROOKLYN	11235	40.58655	-73.96617	(40.58655, -73.96617)			2601      OCEAN PARKWAY                 	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3635189	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/17/2017	9:30	MANHATTAN	10013	40.720436	-74.00671	(40.720436, -74.00671)	VARICK STREET                   	BEACH STREET		0	0	0	0	0	0	0	0						3634117	PASSENGER VEHICLE	PICK-UP TRUCK			
03/17/2017	9:30	MANHATTAN	10036				12 AVENUE                       	WEST 42 STREET		0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3634626	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/17/2017	9:30	QUEENS	11434	40.66743	-73.76676	(40.66743, -73.76676)	NORTH CONDUIT AVENUE            	FARMERS BOULEVARD		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3633791	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/17/2017	9:30	STATEN ISLAND	10305	40.593716	-74.08479	(40.593716, -74.08479)	REID AVENUE                     	LACONIA AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3634747	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/17/2017	9:30			40.669724	-73.86097	(40.669724, -73.86097)	LINDEN BOULEVARD                			0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3633702	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/17/2017	9:30			40.657555	-73.894196	(40.657555, -73.894196)	MALTA STREET                    	LINDEN BOULEVARD		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3633568	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/17/2017	9:30						SHORE PARKWAY                   			0	0	0	0	0	0	0	0	Unspecified					3635023	PASSENGER VEHICLE				
03/17/2017	9:30	QUEENS	11368	40.756714	-73.86551	(40.756714, -73.86551)			33-45     103 STREET                    	1	0	0	0	0	0	1	0	Unspecified	Unspecified				3635473	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/17/2017	9:35			40.851936	-73.91078	(40.851936, -73.91078)	WEST TREMONT AVENUE             			0	0	0	0	0	0	0	0	Pavement Slippery	Unspecified				3634205	PASSENGER VEHICLE				
03/17/2017	9:38	MANHATTAN	10065	40.761486	-73.96062	(40.761486, -73.96062)	EAST 62 STREET                  	1 AVENUE		1	0	1	0	0	0	0	0	Driver Inattention/Distraction					3633981	SPORT UTILITY / STATION WAGON				
03/17/2017	9:40			40.696087	-73.97533	(40.696087, -73.97533)				0	0	0	0	0	0	0	0	View Obstructed/Limited	Unspecified				3633737	SPORT UTILITY / STATION WAGON				
03/17/2017	9:40	BROOKLYN	11219	40.629246	-74.00531	(40.629246, -74.00531)	11 AVENUE                       	64 STREET		1	0	1	0	0	0	0	0	Failure to Yield Right-of-Way					3633953	SPORT UTILITY / STATION WAGON				
03/17/2017	9:45	BRONX	10451	40.82751	-73.92495	(40.82751, -73.92495)	EAST 161 STREET                 	GERARD AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3634088	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/17/2017	9:50	BROOKLYN	11203	40.65743	-73.9451	(40.65743, -73.9451)	WINTHROP STREET                 	BROOKLYN AVENUE		0	0	0	0	0	0	0	0	Turning Improperly	Unspecified				3633949	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/17/2017	9:50	BROOKLYN	11249	40.718967	-73.96104	(40.718967, -73.96104)	WYTHE AVENUE                    	NORTH 6 STREET		0	0	0	0	0	0	0	0	Passing or Lane Usage Improper					3633586					
03/17/2017	9:50	MANHATTAN	10010	40.743954	-73.98937	(40.743954, -73.98937)			11        WEST 26 STREET                	0	0	0	0	0	0	0	0	Pavement Slippery	Unspecified				3633775	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/17/2017	9:52	QUEENS	11419	40.692135	-73.83485	(40.692135, -73.83485)	ATLANTIC AVENUE                 	111 STREET		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3633738	PASSENGER VEHICLE				
03/17/2017	9:53	QUEENS	11385	40.696667	-73.88682	(40.696667, -73.88682)	CYPRESS HILLS STREET            	80 AVENUE		0	0	0	0	0	0	0	0	Driver Inexperience					3634149	PASSENGER VEHICLE				
03/17/2017	9:56						east houston                    	baruch place		0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way	Unspecified				3633967	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/18/2017	22:55			40.844917	-73.926384	(40.844917, -73.926384)				0	0	0	0	0	0	0	0	Unspecified					3635634					
03/18/2017	0:00	BROOKLYN	11214	40.605556	-73.99369	(40.605556, -73.99369)	21 AVENUE                       	82 STREET		0	0	0	0	0	0	0	0	Unspecified					3634186	PASSENGER VEHICLE				
03/18/2017	0:00	MANHATTAN	10011	40.73656	-74.0011	(40.73656, -74.0011)	7 AVENUE                        	WEST 11 STREET		0	0	0	0	0	0	0	0	Unsafe Lane Changing	Unspecified				3635245	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/18/2017	0:00	MANHATTAN	10018	40.752808	-73.99098	(40.752808, -73.99098)			242       WEST 36 STREET                	0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3634823	PICK-UP TRUCK	PASSENGER VEHICLE			
03/18/2017	0:00	MANHATTAN	10019	40.769115	-73.98856	(40.769115, -73.98856)	WEST 57 STREET                  	10 AVENUE		0	0	0	0	0	0	0	0	Turning Improperly	Unspecified				3635328	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/18/2017	0:00	MANHATTAN	10075	40.773598	-73.9578	(40.773598, -73.9578)	EAST 78 STREET                  	3 AVENUE		0	0	0	0	0	0	0	0	Unspecified					3636800	PASSENGER VEHICLE				
03/18/2017	0:00	QUEENS	11102	40.772617	-73.932396	(40.772617, -73.932396)			08-13     ASTORIA BOULEVARD             	0	0	0	0	0	0	0	0	Unspecified					3634416	PASSENGER VEHICLE				
03/18/2017	0:00	QUEENS	11365	40.739616	-73.78612	(40.739616, -73.78612)			61-26     188 STREET                    	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3634476	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/18/2017	0:00	QUEENS	11365	40.731785	-73.81082	(40.731785, -73.81082)			70-20     PARSONS BOULEVARD             	0	0	0	0	0	0	0	0	Unspecified	Unspecified				3634475	SPORT UTILITY / STATION WAGON				
03/18/2017	0:00	QUEENS	11435	40.70582	-73.812	(40.70582, -73.812)			87-45     144 STREET                    	0	0	0	0	0	0	0	0	Pavement Slippery	Unspecified				3634576	SPORT UTILITY / STATION WAGON				
03/18/2017	0:00	STATEN ISLAND	10301	40.61175	-74.10984	(40.61175, -74.10984)			334       LITTLE CLOVE ROAD             	0	0	0	0	0	0	0	0	Drugs (Illegal)	Unspecified				3635842	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/18/2017	0:00						99 STREET                       	HARDING EXPRESSWAY		0	0	0	0	0	0	0	0	Driver Inexperience	Unspecified				3634996	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/18/2017	0:00	BROOKLYN	11201	40.69107	-73.99735	(40.69107, -73.99735)			85        ATLANTIC AVENUE               	1	0	0	0	0	0	1	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3633921	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/18/2017	0:00	MANHATTAN	10014	40.735535	-74.0017	(40.735535, -74.0017)	7 AVENUE SOUTH                  	WAVERLY PLACE		1	0	0	0	1	0	0	0	Passing or Lane Usage Improper	Unspecified				3635259	BICYCLE	SPORT UTILITY / STATION WAGON			
03/18/2017	0:04	BROOKLYN	11209	40.623306	-74.02608	(40.623306, -74.02608)			477       84 STREET                     	0	0	0	0	0	0	0	0	Unspecified	Unspecified	Unspecified	Unspecified		3636326	PASSENGER VEHICLE	PASSENGER VEHICLE	PASSENGER VEHICLE	PASSENGER VEHICLE	
03/18/2017	0:05						12 AVENUE                       			0	0	0	0	0	0	0	0	Unspecified	Unspecified				3634629	TAXI	TAXI			
03/18/2017	9:05			40.738552	-73.99969	(40.738552, -73.99969)	WEST 14 STREET                  			0	0	0	0	0	0	0	0	Unsafe Lane Changing	Unspecified				3634639	TAXI				
03/18/2017	0:15			40.587147	-74.15391	(40.587147, -74.15391)	KELLY BOULEVARD                 	KLONDIKE AVENUE		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3636264	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/18/2017	0:20	BROOKLYN	11209	40.62575	-74.02714	(40.62575, -74.02714)			8201      4 AVENUE                      	0	0	0	0	0	0	0	0	Unspecified					3634074	PASSENGER VEHICLE				
03/18/2017	0:23	BROOKLYN	11226	40.63962	-73.95477	(40.63962, -73.95477)	FLATBUSH AVENUE                 	NEWKIRK AVENUE		1	0	0	0	0	0	1	0	Unspecified	Unspecified				3634564	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/18/2017	0:30	MANHATTAN	10001	40.748894	-73.98564	(40.748894, -73.98564)			27        WEST 34 STREET                	0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3634816	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/18/2017	0:30	MANHATTAN	10011	40.745293	-73.9985	(40.745293, -73.9985)	WEST 23 STREET                  	8 AVENUE		0	0	0	0	0	0	0	0	Alcohol Involvement	Unspecified				3634609	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/18/2017	0:30	MANHATTAN	10018	40.752895	-73.98925	(40.752895, -73.98925)	7 AVENUE                        	WEST 37 STREET		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3634806	TAXI				
03/18/2017	0:30			40.846485	-73.89434	(40.846485, -73.89434)	EAST TREMONT AVENUE             			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3634650	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/18/2017	0:30			40.774853	-73.98067	(40.774853, -73.98067)	WEST 68 STREET                  			0	0	0	0	0	0	0	0						3634121	PASSENGER VEHICLE				
03/18/2017	0:40			40.72956	-73.87145	(40.72956, -73.87145)	WOODHAVEN BOULEVARD             	ELIOT AVENUE		0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3634312	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/18/2017	10:00			40.61619	-74.13898	(40.61619, -74.13898)	LIVERMORE AVENUE                	WATCHOGUE ROAD		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3634367	PASSENGER VEHICLE				
03/18/2017	10:03	BROOKLYN	11226	40.651367	-73.95592	(40.651367, -73.95592)	BEDFORD AVENUE                  	MARTENSE STREET		0	0	0	0	0	0	0	0	Unspecified					3634976	PASSENGER VEHICLE				
03/18/2017	10:14	BROOKLYN	11209	40.61983	-74.02957	(40.61983, -74.02957)	4 AVENUE                        	90 STREET		0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3634196	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/18/2017	10:15	BROOKLYN	11231	40.681637	-73.99392	(40.681637, -73.99392)	UNION STREET                    	SMITH STREET		0	0	0	0	0	0	0	0	Unspecified					3634316					
03/18/2017	10:15	STATEN ISLAND	10310	40.64056	-74.11801	(40.64056, -74.11801)	RICHMOND TERRACE                	BROADWAY		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3634280	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/18/2017	10:15			40.714104	-73.95322	(40.714104, -73.95322)				0	0	0	0	0	0	0	0	Other Vehicular					3634114	SPORT UTILITY / STATION WAGON				
03/18/2017	10:20	QUEENS	11422	40.66292	-73.73567	(40.66292, -73.73567)	247 STREET                      	MEMPHIS AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3635323	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/18/2017	10:30	BRONX	10459	40.826427	-73.89031	(40.826427, -73.89031)			1131      WEST FARMS ROAD               	0	0	0	0	0	0	0	0	Unspecified					3636074	PASSENGER VEHICLE				
03/18/2017	10:30	BROOKLYN	11239	40.65317	-73.866875	(40.65317, -73.866875)	GATEWAY DRIVE                   	ERSKINE STREET		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3634234	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/18/2017	10:30	MANHATTAN	10022	40.762913	-73.96981	(40.762913, -73.96981)	EAST 59 STREET                  	PARK AVENUE		0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way	Unspecified				3636819	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/18/2017	10:30	MANHATTAN	10039	40.823383	-73.93782	(40.823383, -73.93782)			2554      7 AVENUE                      	0	0	0	0	0	0	0	0	Unspecified					3635107	SPORT UTILITY / STATION WAGON				
03/18/2017	10:30	QUEENS	11413	40.67545	-73.73852	(40.67545, -73.73852)			231-34    MERRICK BOULEVARD             	0	0	0	0	0	0	0	0	Passing or Lane Usage Improper	Unspecified				3634218	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/18/2017	10:30	STATEN ISLAND	10306	40.56443	-74.12674	(40.56443, -74.12674)	GUYON AVENUE                    	SOUTH RAILROAD AVENUE		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3634859	PASSENGER VEHICLE				
03/18/2017	10:30			40.773033	-73.98221	(40.773033, -73.98221)	BROADWAY                        			0	0	0	0	0	0	0	0	Unspecified	Unspecified				3634124	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/18/2017	10:45	QUEENS	11377	40.74073	-73.91539	(40.74073, -73.91539)	50 STREET                       	47 AVENUE		0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3634829	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/18/2017	10:45			40.691	-73.989334	(40.691, -73.989334)	LIVINGSTON STREET               			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3634355	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/18/2017	10:45			40.80398	-73.831085	(40.80398, -73.831085)				0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3636501	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/18/2017	10:47			40.667713	-73.77792	(40.667713, -73.77792)	NORTH CONDUIT AVENUE            			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3635089	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/18/2017	10:50	BRONX	10455	40.82068	-73.91638	(40.82068, -73.91638)			595       TRINITY AVENUE                	0	0	0	0	0	0	0	0	Unspecified					3635699	PASSENGER VEHICLE				
03/18/2017	10:50	STATEN ISLAND	10305	40.609356	-74.06265	(40.609356, -74.06265)	BAY STREET                      	FINGERBOARD ROAD		0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3635149	PASSENGER VEHICLE				
03/18/2017	10:50			40.84283	-73.83789	(40.84283, -73.83789)				0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3634532	SPORT UTILITY / STATION WAGON				
03/18/2017	10:55	MANHATTAN	10036	40.76275	-73.99692	(40.76275, -73.99692)	WEST 45 STREET                  	11 AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3635672	PASSENGER VEHICLE	TAXI			
03/18/2017	10:55			40.773872	-73.98223	(40.773872, -73.98223)	WEST 66 STREET                  			1	0	0	0	0	0	1	0	Lost Consciousness	Unspecified				3634299	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/18/2017	10:57	BROOKLYN	11205	40.696087	-73.96265	(40.696087, -73.96265)	EMERSON PLACE                   	PARK AVENUE		0	0	0	0	0	0	0	0	Other Vehicular	Driver Inattention/Distraction				3634190	SPORT UTILITY / STATION WAGON				
03/18/2017	10:57	BROOKLYN	11234	40.61146	-73.92437	(40.61146, -73.92437)	FLATBUSH AVENUE                 	AVENUE T		0	0	0	0	0	0	0	0	Unspecified					3635406	PASSENGER VEHICLE				
03/18/2017	11:00	BRONX	10466	40.886814	-73.83247	(40.886814, -73.83247)	CONNER STREET                   	SECOR AVENUE		0	0	0	0	0	0	0	0	Unspecified	Unspecified	Unspecified			3636979	PASSENGER VEHICLE	PASSENGER VEHICLE	PASSENGER VEHICLE		
